Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,No,Travel_Rarely,860,Research & Development,6,4,Medical,1,354,2,Female,53,3,3,Laboratory Technician,2,Married,14221,15899,7,Y,No,17,3,2,80,2,8,3,4,2,2,2,2
53,No,Travel_Rarely,880,Research & Development,24,1,Life Sciences,1,355,3,Male,48,1,2,Laboratory Technician,1,Single,15087,11041,2,Y,No,21,3,3,80,1,34,2,2,1,1,1,1
37,No,Travel_Rarely,1074,Research & Development,22,2,Technical Degree,1,356,3,Male,97,3,2,Research Scientist,4,Married,11845,22737,6,Y,No,17,3,4,80,0,0,3,2,2,2,2,2
18,No,Travel_Rarely,864,Sales,25,3,Marketing,1,357,3,Female,85,3,3,Manager,3,Single,18451,24241,0,Y,Yes,14,3,3,80,0,30,3,2,32,11,12,10
25,No,Travel_Rarely,1103,Sales,5,3,Technical Degree,1,358,1,Female,96,3,3,Sales Executive,4,Divorced,18080,11512,5,Y,Yes,11,4,2,80,1,27,4,3,21,15,6,8
33,No,Travel_Rarely,1441,Sales,18,4,Marketing,1,359,2,Male,71,3,3,Laboratory Technician,1,Single,9161,26658,9,Y,No,13,3,2,80,0,36,3,2,1,1,1,1
31,No,Travel_Rarely,177,Sales,16,4,Technical Degree,1,360,4,Male,41,4,1,Healthcare Representative,2,Single,9988,9669,5,Y,No,12,3,2,80,1,6,3,3,0,0,0,0
29,No,Travel_Rarely,700,Sales,8,2,Life Sciences,1,361,4,Male,47,2,5,Sales Representative,2,Divorced,13695,11519,9,Y,Yes,23,3,1,80,3,15,4,3,0,0,0,0
40,No,Travel_Frequently,1395,Research & Development,25,1,Medical,1,362,4,Female,52,3,2,Sales Representative,2,Married,11845,8072,5,Y,No,23,3,3,80,0,13,3,3,3,3,3,3
32,Yes,Travel_Rarely,326,Sales,26,3,Marketing,1,363,2,Female,35,2,1,Laboratory Technician,4,Single,11365,16530,2,Y,No,22,3,3,80,1,32,3,3,22,11,13,10
45,No,Travel_Rarely,214,Sales,20,2,Medical,1,364,3,Female,82,3,1,Manufacturing Director,2,Married,9404,11183,5,Y,No,13,3,1,80,3,5,3,3,4,4,3,2
51,No,Travel_Frequently,352,Research & Development,22,3,Marketing,1,365,4,Male,71,4,1,Research Scientist,2,Single,3500,24568,2,Y,Yes,15,3,3,80,2,20,3,2,2,1,2,2
19,No,Travel_Rarely,1358,Sales,11,2,Life Sciences,1,366,4,Female,95,3,1,Laboratory Technician,1,Single,14937,10248,9,Y,Yes,21,3,4,80,2,9,3,3,5,5,5,5
49,No,Travel_Rarely,942,Sales,10,3,Life Sciences,1,367,3,Male,59,3,1,Sales Representative,1,Single,8013,10277,8,Y,No,22,3,4,80,2,31,2,3,1,1,1,1
40,No,Travel_Rarely,815,Research & Development,24,3,Other,1,368,4,Male,38,3,1,Research Director,4,Married,12569,24158,6,Y,No,11,4,4,80,1,5,3,4,7,7,7,5
39,No,Travel_Frequently,1208,Sales,25,3,Medical,1,369,4,Female,71,3,2,Sales Representative,3,Divorced,8020,24989,3,Y,No,15,3,2,80,3,1,4,3,14,5,7,12
42,No,Travel_Rarely,226,Research & Development,12,3,Life Sciences,1,370,4,Male,63,4,1,Sales Executive,4,Married,12759,5456,2,Y,Yes,12,3,1,80,3,38,0,1,4,1,4,4
39,No,Travel_Rarely,1300,Sales,21,3,Technical Degree,1,371,2,Male,69,4,1,Manager,3,Married,5871,13195,5,Y,No,24,3,4,80,1,26,2,2,1,1,0,1
39,No,Travel_Frequently,1194,Research & Development,28,3,Other,1,372,1,Female,46,3,1,Research Director,1,Single,6359,11740,8,Y,No,14,3,1,80,1,13,5,3,6,6,6,6
59,No,Travel_Rarely,1172,Research & Development,6,1,Life Sciences,1,373,3,Male,58,4,1,Research Scientist,1,Married,13691,20490,2,Y,No,16,3,2,80,1,22,2,4,18,1,6,8
23,Yes,Travel_Rarely,985,Research & Development,27,1,Technical Degree,1,374,3,Male,79,2,1,Laboratory Technician,4,Divorced,13544,19578,7,Y,No,19,3,3,80,1,38,3,2,0,0,0,0
32,Yes,Travel_Rarely,1381,Research & Development,20,3,Other,1,375,2,Male,78,3,2,Healthcare Representative,4,Single,12712,17849,5,Y,No,20,4,2,80,0,20,4,3,0,0,0,0
60,No,Travel_Rarely,131,Research & Development,5,3,Other,1,376,2,Male,90,2,4,Laboratory Technician,2,Divorced,10620,7198,3,Y,No,16,3,4,80,1,40,0,3,3,3,3,3
54,No,Travel_Rarely,382,Research & Development,23,3,Other,1,377,4,Female,75,3,3,Human Resources,1,Married,16105,24093,4,Y,No,20,3,4,80,1,29,5,3,5,4,5,5
50,No,Travel_Rarely,1025,Sales,9,2,Medical,1,378,3,Male,75,3,3,Laboratory Technician,1,Divorced,15115,11606,2,Y,Yes,23,3,4,80,1,24,1,3,2,2,2,2
25,Yes,Travel_Frequently,1362,Research & Development,26,3,Life Sciences,1,379,2,Female,46,4,1,Healthcare Representative,2,Single,1364,18163,1,Y,No,21,3,4,80,0,23,2,3,0,0,0,0
22,Yes,Travel_Rarely,1373,Research & Development,27,4,Life Sciences,1,380,3,Male,95,3,1,Manager,1,Married,9441,18400,8,Y,No,22,4,2,80,2,10,1,2,2,2,2,2
56,No,Travel_Rarely,469,Research & Development,29,2,Life Sciences,1,381,3,Male,34,3,1,Laboratory Technician,2,Married,16709,18349,2,Y,No,12,3,4,80,0,34,3,3,6,6,6,3
21,No,Travel_Rarely,596,Sales,16,2,Medical,1,382,4,Male,83,3,3,Manager,3,Divorced,14859,6596,5,Y,No,18,4,3,80,0,3,5,3,0,0,0,0
23,No,Travel_Rarely,1150,Research & Development,22,1,Life Sciences,1,383,2,Female,45,3,1,Laboratory Technician,1,Single,18247,17346,4,Y,No,15,3,3,80,1,36,4,3,16,9,12,11
49,No,Travel_Rarely,819,Research & Development,14,3,Life Sciences,1,384,4,Male,36,3,2,Research Scientist,1,Divorced,12944,26101,9,Y,No,19,3,1,80,1,35,4,3,9,0,9,9
47,No,Travel_Frequently,1118,Sales,22,3,Life Sciences,1,385,3,Female,37,4,1,Sales Executive,4,Single,7713,23065,7,Y,No,25,4,4,80,0,12,2,1,6,6,6,6
52,No,Travel_Rarely,1439,Research & Development,8,2,Life Sciences,1,386,1,Male,67,3,1,Research Scientist,3,Single,16388,8131,4,Y,Yes,20,3,4,80,1,8,4,1,8,7,8,8
57,No,Travel_Frequently,707,Sales,27,3,Technical Degree,1,387,4,Female,83,3,5,Healthcare Representative,4,Married,10261,19633,7,Y,No,19,3,1,80,2,27,4,3,13,13,1,10
33,No,Travel_Frequently,476,Research & Development,20,2,Life Sciences,1,388,3,Female,44,3,3,Research Director,2,Married,9582,11386,4,Y,Yes,14,3,1,80,1,15,2,3,40,5,13,10
30,No,Travel_Rarely,740,Sales,19,3,Medical,1,389,3,Female,79,4,3,Research Scientist,3,Divorced,2141,16560,9,Y,No,23,3,1,80,1,5,4,2,19,13,12,10
59,No,Travel_Frequently,1150,Research & Development,14,3,Medical,1,390,3,Female,85,3,2,Research Scientist,2,Married,19869,3090,5,Y,No,11,3,3,80,0,26,5,3,9,1,8,9
47,No,Travel_Rarely,1459,Research & Development,7,4,Life Sciences,1,391,3,Female,38,3,3,Sales Executive,3,Single,16543,11721,4,Y,No,21,3,2,80,1,9,4,3,19,8,14,0
36,No,Travel_Rarely,1480,Research & Development,5,1,Other,1,392,3,Female,37,3,2,Healthcare Representative,1,Married,12039,23687,1,Y,No,24,3,4,80,3,22,2,3,7,3,4,7
34,No,Travel_Rarely,217,Research & Development,18,4,Medical,1,393,4,Male,48,3,4,Research Director,1,Single,3088,21023,9,Y,No,19,3,3,80,1,20,6,3,3,3,2,3
36,No,Travel_Rarely,149,Research & Development,2,4,Life Sciences,1,394,1,Male,80,4,1,Manufacturing Director,4,Married,1953,22178,9,Y,No,19,4,3,80,2,25,1,3,3,3,3,3
45,Yes,Travel_Rarely,200,Sales,11,2,Life Sciences,1,395,4,Female,86,3,2,Manufacturing Director,3,Married,6849,25243,5,Y,Yes,18,3,4,80,1,2,4,2,5,0,5,5
43,No,Travel_Rarely,506,Research & Development,22,2,Life Sciences,1,396,3,Male,97,3,2,Laboratory Technician,4,Single,7683,7078,6,Y,Yes,15,3,3,80,1,34,2,3,0,0,0,0
54,No,Travel_Rarely,1339,Sales,8,3,Life Sciences,1,397,2,Male,60,4,2,Sales Executive,2,Married,11730,18831,2,Y,No,15,3,3,80,3,6,5,2,1,1,0,1
43,No,Travel_Rarely,786,Research & Development,1,4,Life Sciences,1,398,1,Male,32,3,3,Healthcare Representative,2,Married,13502,4412,2,Y,No,20,3,4,80,2,26,3,3,1,1,1,1
40,No,Travel_Rarely,1004,Sales,27,4,Medical,1,399,3,Male,72,3,5,Manufacturing Director,3,Married,12519,15797,6,Y,Yes,16,3,4,80,3,32,3,3,37,2,4,1
26,No,Non-Travel,604,Research & Development,22,3,Technical Degree,1,400,3,Female,58,3,2,Manufacturing Director,4,Married,1843,14813,9,Y,No,11,3,1,80,1,3,2,2,0,0,0,0
29,No,Travel_Frequently,995,Research & Development,12,4,Marketing,1,401,1,Male,39,3,2,Sales Representative,3,Single,5193,4613,3,Y,Yes,19,3,2,80,3,25,3,2,7,7,7,7
18,No,Travel_Rarely,359,Human Resources,2,1,Life Sciences,1,402,2,Female,41,3,2,Manager,4,Single,8187,7521,1,Y,Yes,15,3,2,80,1,7,5,2,33,11,10,8
18,No,Travel_Rarely,945,Research & Development,18,1,Life Sciences,1,403,4,Female,75,2,3,Manager,1,Single,6177,6697,8,Y,No,17,3,3,80,2,19,5,3,11,4,1,0
51,Yes,Travel_Frequently,222,Sales,7,4,Medical,1,404,1,Female,59,4,2,Research Director,4,Single,6000,26724,8,Y,No,21,3,2,80,0,16,1,2,7,7,7,7
49,Yes,Travel_Frequently,911,Research & Development,26,4,Life Sciences,1,405,4,Male,61,3,1,Human Resources,2,Married,9155,20562,5,Y,No,25,3,3,80,1,4,3,2,18,5,0,13
42,No,Travel_Frequently,1079,Research & Development,17,3,Life Sciences,1,406,3,Male,76,2,2,Laboratory Technician,1,Divorced,14893,2993,1,Y,No,18,3,4,80,2,8,2,3,4,0,4,4
57,Yes,Travel_Rarely,155,Sales,22,4,Technical Degree,1,407,3,Female,92,3,1,Sales Executive,3,Married,6299,18940,2,Y,No,15,3,2,80,0,7,3,2,2,2,2,2
18,No,Travel_Rarely,1120,Human Resources,23,4,Life Sciences,1,408,3,Female,55,3,3,Laboratory Technician,3,Married,15853,19979,4,Y,No,13,3,3,80,1,6,4,3,26,5,5,16
33,No,Travel_Rarely,1456,Research & Development,14,4,Technical Degree,1,409,1,Female,32,2,1,Manager,1,Married,19445,14162,4,Y,No,16,3,3,80,2,36,4,4,0,0,0,0
56,No,Travel_Rarely,885,Human Resources,24,4,Life Sciences,1,410,4,Male,52,3,2,Sales Executive,2,Single,9160,19193,8,Y,Yes,17,3,3,80,0,35,3,3,22,12,15,5
22,Yes,Travel_Frequently,342,Research & Development,7,4,Other,1,411,2,Male,79,3,3,Sales Executive,3,Divorced,1037,7424,9,Y,No,23,4,3,80,1,2,3,2,1,1,1,1
39,No,Travel_Frequently,584,Research & Development,22,2,Medical,1,412,2,Female,65,3,1,Sales Executive,3,Divorced,19253,25652,2,Y,No,24,3,4,80,1,7,4,3,12,12,1,9
46,No,Travel_Rarely,1114,Research & Development,25,4,Marketing,1,413,3,Male,42,3,1,Healthcare Representative,2,Married,8943,22089,1,Y,No,14,3,2,80,1,4,2,3,7,7,2,7
20,Yes,Travel_Frequently,288,Sales,29,2,Life Sciences,1,414,2,Female,58,3,2,Laboratory Technician,1,Single,3581,11274,9,Y,No,19,3,1,80,0,4,2,4,40,10,4,13
29,No,Travel_Rarely,757,Research & Development,3,4,Technical Degree,1,415,3,Female,67,3,1,Research Scientist,1,Married,16290,18689,7,Y,Yes,24,3,3,80,0,16,2,3,5,4,0,4
43,No,Travel_Rarely,363,Research & Development,27,3,Technical Degree,1,416,4,Female,34,3,1,Sales Executive,4,Single,9060,25834,6,Y,No,21,3,3,80,0,26,2,3,36,9,1,2
33,No,Travel_Rarely,1054,Sales,6,3,Medical,1,417,3,Male,49,3,5,Healthcare Representative,4,Married,3136,19231,8,Y,No,14,4,2,80,0,39,3,4,5,5,5,5
54,Yes,Non-Travel,1489,Research & Development,20,3,Medical,1,418,4,Male,43,3,3,Research Scientist,3,Divorced,11092,17567,2,Y,No,21,3,1,80,0,38,5,1,15,6,11,13
39,No,Travel_Rarely,592,Research & Development,2,1,Marketing,1,419,4,Female,37,3,4,Research Scientist,4,Single,10942,5844,5,Y,No,20,3,3,80,2,11,2,3,13,2,0,13
46,No,Non-Travel,532,Research & Development,17,2,Life Sciences,1,420,3,Female,77,4,4,Manufacturing Director,3,Divorced,16886,13975,4,Y,No,12,3,2,80,1,27,4,3,0,0,0,0
31,Yes,Travel_Frequently,340,Research & Development,12,5,Medical,1,421,3,Female,42,3,1,Laboratory Technician,1,Divorced,2822,21700,4,Y,Yes,19,3,4,80,2,3,3,4,18,8,13,2
45,No,Travel_Rarely,405,Sales,12,5,Technical Degree,1,422,3,Female,53,3,1,Research Scientist,1,Divorced,13528,18913,9,Y,No,14,3,3,80,0,27,4,4,2,2,2,2
22,No,Travel_Rarely,399,Human Resources,17,3,Life Sciences,1,423,3,Female,94,3,1,Manufacturing Director,4,Married,8825,7023,7,Y,No,14,3,2,80,1,24,2,2,5,3,5,5
47,No,Travel_Frequently,177,Sales,27,5,Life Sciences,1,424,2,Female,63,2,3,Research Scientist,3,Single,9360,16890,0,Y,No,20,4,3,80,1,35,2,2,19,17,6,14
22,No,Travel_Rarely,1458,Research & Development,10,4,Medical,1,425,4,Male,80,3,2,Manager,4,Married,16657,20438,0,Y,Yes,11,3,2,80,2,2,2,2,35,13,9,16
29,No,Non-Travel,1100,Research & Development,3,3,Marketing,1,426,3,Male,32,3,1,Research Scientist,4,Married,12243,22750,2,Y,No,24,3,3,80,1,30,4,2,9,8,9,9
33,No,Non-Travel,743,Research & Development,20,1,Life Sciences,1,427,3,Male,87,3,1,Sales Executive,3,Single,9505,7907,1,Y,Yes,12,4,3,80,2,36,4,3,8,8,8,8
43,No,Travel_Rarely,928,Sales,18,4,Life Sciences,1,428,3,Male,84,3,2,Manager,1,Married,13142,3818,1,Y,Yes,22,3,3,80,0,11,5,3,7,1,4,7
43,No,Travel_Rarely,384,Research & Development,13,3,Life Sciences,1,429,3,Male,71,3,2,Healthcare Representative,1,Married,9600,26855,1,Y,Yes,13,3,4,80,1,36,3,3,23,6,9,12
38,No,Non-Travel,692,Research & Development,12,4,Technical Degree,1,430,4,Male,50,3,4,Sales Executive,1,Single,12721,3588,3,Y,Yes,17,3,2,80,1,36,3,3,40,4,5,7
56,No,Travel_Rarely,173,Sales,27,4,Life Sciences,1,431,3,Female,39,3,2,Sales Executive,1,Married,7258,20457,0,Y,Yes,22,4,4,80,2,3,3,2,12,12,12,5
53,No,Travel_Rarely,1388,Research & Development,27,4,Marketing,1,432,1,Male,86,2,4,Manager,3,Single,16450,23906,9,Y,Yes,19,3,4,80,1,29,2,3,5,5,2,5
50,No,Travel_Rarely,804,Research & Development,27,4,Life Sciences,1,433,2,Male,54,4,2,Healthcare Representative,1,Married,7494,22531,8,Y,Yes,22,3,3,80,1,37,3,4,2,2,2,0
47,No,Travel_Rarely,676,Human Resources,17,2,Marketing,1,434,4,Male,85,4,3,Research Scientist,1,Married,10186,10531,4,Y,Yes,15,3,2,80,0,37,4,3,2,2,1,2
54,No,Non-Travel,1101,Sales,4,3,Other,1,435,3,Female,67,3,4,Manufacturing Director,3,Single,2814,9254,4,Y,No,14,3,2,80,1,26,3,2,27,4,9,14
40,No,Travel_Frequently,993,Sales,23,2,Life Sciences,1,436,4,Male,90,3,4,Sales Executive,2,Divorced,3105,10669,8,Y,No,23,3,3,80,0,21,4,2,40,3,12,13
27,No,Travel_Rarely,113,Research & Development,10,1,Life Sciences,1,437,1,Male,76,3,1,Laboratory Technician,3,Single,13502,25687,4,Y,Yes,12,4,3,80,0,0,3,2,15,9,14,3
22,No,Travel_Rarely,242,Research & Development,11,3,Technical Degree,1,438,2,Male,83,2,1,Sales Executive,3,Married,6346,2378,7,Y,Yes,24,3,1,80,0,37,3,3,36,2,8,3
53,No,Travel_Rarely,118,Sales,6,4,Life Sciences,1,439,2,Female,75,3,2,Research Scientist,3,Married,17044,17409,0,Y,No,23,3,4,80,3,19,3,2,4,4,1,4
51,No,Travel_Frequently,1188,Sales,6,4,Life Sciences,1,440,3,Female,97,2,2,Sales Executive,4,Divorced,18852,7177,0,Y,No,22,3,1,80,1,17,2,3,12,7,12,12
48,Yes,Travel_Rarely,354,Human Resources,27,2,Technical Degree,1,441,3,Female,33,3,2,Laboratory Technician,1,Single,10546,22472,3,Y,No,24,4,2,80,2,5,5,3,8,4,0,8
27,No,Travel_Rarely,566,Research & Development,9,3,Other,1,442,2,Male,95,3,4,Laboratory Technician,1,Divorced,9431,10585,7,Y,Yes,17,3,1,80,3,11,4,3,7,7,7,7
36,Yes,Travel_Rarely,477,Sales,15,1,Medical,1,443,3,Female,72,3,1,Laboratory Technician,4,Divorced,4791,2994,2,Y,Yes,16,4,2,80,3,16,4,2,12,9,7,2
49,No,Travel_Rarely,1082,Research & Development,2,1,Life Sciences,1,444,3,Male,91,3,2,Sales Executive,3,Married,14807,3553,0,Y,No,22,4,4,80,3,21,6,3,3,3,3,3
18,No,Non-Travel,621,Research & Development,4,1,Life Sciences,1,445,2,Male,33,4,1,Research Scientist,4,Married,10083,15774,8,Y,No,22,4,3,80,3,17,0,3,13,3,6,10
22,No,Travel_Rarely,191,Sales,5,4,Life Sciences,1,446,3,Male,94,2,4,Healthcare Representative,2,Single,7428,21399,8,Y,No,17,4,2,80,0,9,3,2,14,5,8,5
21,No,Travel_Rarely,821,Research & Development,17,1,Marketing,1,447,4,Male,91,3,4,Research Scientist,4,Married,9633,4627,8,Y,Yes,18,4,4,80,0,23,4,4,25,2,10,14
33,No,Travel_Rarely,905,Research & Development,8,4,Marketing,1,448,2,Female,31,2,2,Healthcare Representative,4,Married,8898,8673,8,Y,No,19,3,4,80,1,19,3,3,17,3,15,6
41,Yes,Non-Travel,897,Research & Development,8,2,Technical Degree,1,449,2,Male,38,1,1,Research Scientist,3,Married,11464,19283,1,Y,No,20,3,4,80,1,11,0,3,4,3,2,4
33,No,Travel_Rarely,731,Research & Development,22,4,Life Sciences,1,450,3,Male,86,2,3,Laboratory Technician,1,Married,15441,9689,3,Y,Yes,15,3,4,80,0,3,2,3,6,4,6,3
19,Yes,Travel_Rarely,1300,Research & Development,12,4,Medical,1,451,4,Male,74,3,2,Laboratory Technician,4,Married,12203,20706,1,Y,No,21,3,3,80,1,4,3,3,1,1,0,0
45,No,Travel_Rarely,177,Research & Development,21,4,Life Sciences,1,452,4,Male,47,3,1,Research Director,4,Single,19210,4015,6,Y,Yes,15,3,3,80,1,25,4,3,2,2,0,2
49,No,Travel_Frequently,1027,Sales,8,4,Life Sciences,1,453,3,Female,77,4,4,Sales Executive,4,Single,8579,7066,2,Y,Yes,14,3,3,80,2,35,2,3,8,5,8,8
44,No,Travel_Rarely,501,Research & Development,19,4,Marketing,1,454,2,Female,71,3,5,Sales Executive,1,Single,1626,4481,8,Y,No,21,3,2,80,1,15,3,2,0,0,0,0
37,Yes,Travel_Rarely,1071,Research & Development,3,4,Life Sciences,1,455,4,Female,70,1,2,Manufacturing Director,4,Single,13693,12824,6,Y,Yes,13,4,3,80,1,4,0,2,10,10,10,8
41,Yes,Travel_Rarely,1196,Sales,18,4,Medical,1,456,4,Male,87,3,2,Research Director,1,Married,9518,16924,7,Y,No,23,3,4,80,1,25,3,2,5,5,5,5
29,No,Travel_Frequently,1305,Sales,21,2,Medical,1,457,3,Male,71,2,1,Human Resources,2,Divorced,15726,4090,8,Y,No,17,3,3,80,1,18,5,3,0,0,0,0
52,Yes,Travel_Rarely,1249,Sales,19,2,Other,1,458,4,Male,64,3,2,Laboratory Technician,3,Married,7294,6919,7,Y,Yes,23,3,4,80,3,5,3,3,6,6,5,6
50,No,Travel_Frequently,1418,Research & Development,19,2,Marketing,1,459,3,Female,67,2,2,Laboratory Technician,2,Married,1465,7376,6,Y,No,23,3,3,80,0,23,3,3,3,3,3,3
50,Yes,Travel_Rarely,898,Sales,15,3,Technical Degree,1,460,4,Female,96,3,1,Manufacturing Director,3,Married,1509,15963,8,Y,Yes,15,3,4,80,1,30,2,2,0,0,0,0
60,No,Travel_Rarely,296,Sales,6,3,Medical,1,461,3,Female,70,3,1,Laboratory Technician,3,Married,19708,20981,0,Y,No,17,4,3,80,1,30,2,2,3,3,3,3
54,No,Travel_Rarely,329,Research & Development,16,4,Life Sciences,1,462,3,Male,79,4,1,Manufacturing Director,1,Married,4883,17545,3,Y,No,25,3,3,80,1,6,1,2,3,1,3,3
29,Yes,Travel_Frequently,562,Research & Development,8,4,Medical,1,463,2,Male,74,3,1,Sales Representative,3,Single,5982,2198,3,Y,Yes,12,3,3,80,0,9,4,1,4,4,4,4
20,Yes,Travel_Rarely,719,Sales,16,3,Medical,1,464,4,Male,100,3,2,Healthcare Representative,4,Married,5783,25340,4,Y,No,19,3,2,80,0,38,1,1,4,4,0,4
18,No,Travel_Frequently,1146,Human Resources,18,3,Medical,1,465,4,Female,48,2,2,Laboratory Technician,1,Single,16528,10724,7,Y,Yes,19,3,2,80,0,21,3,3,6,0,6,6
50,No,Travel_Frequently,165,Research & Development,20,5,Medical,1,466,3,Female,46,3,2,Laboratory Technician,3,Single,15358,19999,9,Y,No,23,3,4,80,1,13,4,3,0,0,0,0
57,No,Travel_Rarely,266,Research & Development,16,2,Life Sciences,1,467,3,Female,94,3,2,Manufacturing Director,2,Married,18396,3445,0,Y,No,19,3,1,80,2,27,4,4,0,0,0,0
27,No,Travel_Frequently,128,Research & Development,11,4,Life Sciences,1,468,2,Female,85,2,2,Laboratory Technician,3,Divorced,18459,4792,5,Y,No,23,4,3,80,1,21,3,1,17,17,8,6
60,No,Travel_Frequently,1436,Sales,7,2,Life Sciences,1,469,2,Male,70,3,3,Laboratory Technician,2,Married,14631,22090,8,Y,Yes,23,3,3,80,0,31,3,3,4,2,4,0
46,No,Travel_Rarely,1113,Research & Development,17,3,Marketing,1,470,2,Male,71,2,2,Sales Executive,2,Divorced,5725,18986,9,Y,Yes,15,3,3,80,1,10,2,3,11,11,11,11
30,No,Travel_Rarely,386,Research & Development,17,2,Medical,1,471,3,Male,35,3,5,Sales Executive,1,Married,10829,17394,7,Y,No,24,4,4,80,0,13,2,3,3,3,3,3
29,No,Non-Travel,382,Sales,12,4,Marketing,1,472,4,Male,98,2,2,Laboratory Technician,4,Married,17096,7404,1,Y,No,20,4,4,80,3,30,3,3,39,2,6,12
48,No,Travel_Rarely,939,Sales,13,3,Life Sciences,1,473,1,Male,69,3,2,Manager,3,Married,14311,8284,6,Y,No,22,3,4,80,1,3,3,3,3,3,0,3
19,No,Travel_Frequently,932,Research & Development,10,2,Life Sciences,1,474,1,Female,70,4,1,Research Scientist,3,Divorced,4243,15260,4,Y,No,19,3,3,80,3,21,0,3,11,11,11,11
52,No,Non-Travel,1289,Sales,7,2,Marketing,1,475,3,Female,38,1,2,Laboratory Technician,2,Single,7503,19752,1,Y,Yes,11,3,3,80,1,28,4,3,2,2,2,2
40,No,Travel_Rarely,1019,Research & Development,14,3,Marketing,1,476,2,Male,37,3,3,Research Scientist,3,Married,15248,4916,0,Y,Yes,12,3,4,80,2,34,4,3,8,7,1,8
34,No,Travel_Rarely,325,Sales,23,5,Medical,1,477,4,Male,73,3,4,Sales Executive,2,Single,5507,18541,1,Y,No,20,3,4,80,0,12,3,1,10,10,7,10
43,No,Travel_Rarely,885,Research & Development,1,4,Medical,1,478,3,Male,87,4,5,Research Director,2,Married,12439,6015,9,Y,Yes,15,3,4,80,0,19,2,2,1,1,1,1
25,No,Travel_Rarely,1271,Research & Development,17,3,Life Sciences,1,479,2,Female,96,3,1,Manager,3,Divorced,6276,19337,5,Y,Yes,15,3,4,80,0,18,3,4,1,1,1,1
46,No,Travel_Rarely,1066,Research & Development,4,3,Marketing,1,480,2,Male,42,3,2,Sales Executive,2,Married,13555,13113,7,Y,No,16,3,2,80,1,14,3,3,38,10,12,7
43,Yes,Travel_Rarely,1051,Research & Development,21,3,Technical Degree,1,481,2,Male,48,3,2,Healthcare Representative,1,Married,4678,3641,2,Y,Yes,24,3,1,80,1,25,2,3,30,9,4,9
27,Yes,Travel_Rarely,1155,Research & Development,5,4,Marketing,1,482,3,Female,78,3,2,Research Scientist,3,Divorced,10666,4170,4,Y,No,18,4,4,80,1,19,4,3,14,14,1,6
43,No,Travel_Frequently,146,Research & Development,20,4,Medical,1,483,2,Male,59,1,1,Human Resources,4,Married,2970,16056,1,Y,No,22,3,4,80,2,35,3,3,27,8,2,1
51,No,Travel_Frequently,572,Research & Development,24,3,Medical,1,484,3,Male,95,3,3,Research Scientist,1,Married,14949,18914,7,Y,No,11,3,4,80,0,5,2,2,0,0,0,0
58,Yes,Travel_Rarely,135,Research & Development,23,4,Medical,1,485,3,Female,88,1,4,Research Scientist,1,Divorced,18268,24563,3,Y,Yes,20,3,2,80,1,14,3,1,17,0,2,3
24,No,Travel_Rarely,754,Research & Development,25,3,Medical,1,486,1,Female,82,3,2,Laboratory Technician,2,Married,13102,16002,9,Y,Yes,22,3,3,80,2,3,4,3,3,3,3,3
21,Yes,Travel_Rarely,931,Research & Development,7,4,Medical,1,487,1,Female,81,3,1,Manager,4,Married,9743,5751,5,Y,No,19,3,2,80,1,5,4,3,9,1,0,6
28,No,Travel_Rarely,322,Research & Development,10,4,Medical,1,488,3,Male,60,3,1,Sales Executive,4,Single,4525,19240,2,Y,No,14,3,3,80,2,1,4,2,19,12,13,3
46,Yes,Non-Travel,635,Research & Development,17,4,Life Sciences,1,489,4,Male,44,2,2,Healthcare Representative,3,Single,16041,2829,7,Y,No,18,3,3,80,1,35,3,3,0,0,0,0
53,No,Travel_Frequently,793,Sales,29,4,Other,1,490,4,Female,49,4,1,Sales Executive,4,Married,8242,9308,7,Y,No,22,3,4,80,1,14,4,3,15,8,13,3
42,No,Travel_Rarely,1492,Research & Development,7,2,Technical Degree,1,491,2,Male,34,4,4,Sales Representative,3,Married,14179,26062,2,Y,No,25,3,2,80,0,11,4,4,6,6,4,4
38,No,Non-Travel,1033,Research & Development,1,4,Life Sciences,1,492,1,Female,36,2,2,Sales Executive,4,Divorced,6956,13950,8,Y,No,23,3,3,80,3,39,3,2,6,6,2,6
53,No,Travel_Rarely,942,Research & Development,7,3,Medical,1,493,1,Female,47,3,2,Sales Representative,2,Divorced,17967,6188,9,Y,Yes,22,3,3,80,3,40,3,2,32,4,8,10
27,No,Travel_Frequently,1112,Research & Development,26,2,Life Sciences,1,494,3,Female,85,3,2,Laboratory Technician,2,Divorced,18851,25072,4,Y,Yes,15,3,3,80,3,6,4,4,27,6,9,1
54,No,Travel_Rarely,683,Human Resources,24,3,Life Sciences,1,495,3,Male,74,2,1,Laboratory Technician,3,Single,8404,6822,9,Y,No,11,3,3,80,1,21,5,3,0,0,0,0
